,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Standard Description
59,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA311105,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SA,RP,7.RP.A.3,Use proportional reasoning to solve a two-step simple interest problem.,1,39,28,11,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
60,2021,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SA,NS,7.NS.A.3,Solve a real-world problem involving addition and subtraction with decimals.,1,94,73,21,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
61,2021,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.6,SA,GE,7.G.B.6,Solve a real-world problem involving the area of a two-dimensional object.,1,78,64,14,Geometry,"Solve real-world and mathematical problems involving area, volume, and surface area of two- and
three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
62,2021,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SR,RP,7.RP.A.3,Use ratio and proportional reasoning to calculate actual distance given a scale on a map.,1,90,76,14,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
63,2021,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SR,EE,7.EE.B.3,Determine which equation is equivalent to a given equation.,1,52,55,-3,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
64,2021,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SA,NS,7.NS.A.3,Use operations with positive and negative integers to solve a given real-world problem involving temperature.,1,62,48,14,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
65,2021,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SA,EE,7.EE.B.3,"Solve a multi-step, real-world problem using rational numbers in different forms.",1,32,22,10,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
66,2021,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.7,CR,SP,7.SP.C.7,"Develop a probability model from a visual model, develop another probability model from a set of data, and explain the differences in predictions made from both models.",4,41,37,4,Statistics and Probability,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
67,2021,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SA,NS,7.NS.A.1,Graph on a number line a point representing the additive inverse of a number.,1,60,53,7,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
68,2021,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SA,EE,7.EE.B.3,"Solve a multi-step, real-world problem involving fractions, decimals, and percentages.",2,23,23,0,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
69,2021,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Determine which expression is not equivalent to a given expression within a real-world context.,1,44,38,6,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
70,2021,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Use properties of operations to determine which expression is equivalent to a given expression.,1,66,57,9,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
71,2021,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.5,SR,GE,7.G.B.5,Identify angles in a diagram that represent vertical angles.,1,19,40,-21,Geometry,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write simple equations and use them to solve for an unknown angle in a figure."
72,2021,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,CR,RP,7.RP.A.3,"Use proportional relationships to solve multi-step ratio, rate, and percent problems within a real-world context.",4,50,44,6,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
73,2021,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.1,SR,GE,7.G.A.1,Determine the area of a scale drawing.,1,39,34,5,Geometry,"Solve problems involving scale drawings of geometric figures, such as computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
74,2021,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine which equation can be used to represent a proportional relationship in a table.,1,58,56,2,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
75,2021,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SA,NS,7.NS.A.3,Use operations with decimals to solve a real-world problem.,1,22,23,-1,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
76,2021,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Rewrite an expression in a different form and then evaluate the expression for a given value.,1,19,23,-4,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
77,2021,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.5,SR,SP,7.SP.C.5,Determine how likely an event is to occur given the probability of the event.,1,81,76,5,Statistics and Probability,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around ½ indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
78,2021,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Solve a real-world problem involving the maximum value of an inequality.,1,67,44,23,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
79,2021,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,"Solve a multi-step, real-world problem by converting units.",1,67,58,9,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
80,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA219513&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SR,EE,7.EE.B.3,Solve a multi-step problem using properties of operations.,1,79,78,1,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
81,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA703872935&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.2,SR,NS,7.NS.A.2,Determine whether the values of given expressions are negative or positive.,1,60,58,2,The Number System,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide integers and other rational numbers.
82,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA624047703&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Graph on a number line the solution set of an inequality that represents a real-world problem.,1,40,40,0,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
83,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306632&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Determine which expression is equivalent to a given linear expression by applying properties of operations.,1,37,38,-1,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
84,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA311107&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Solve a real-world problem that involves fractions and mixed numbers using operations.,1,40,43,-3,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
85,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA900554929&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SR,NS,7.NS.A.1,Represent subtraction of integers on a number line.,1,51,50,1,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
86,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA900741988&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Determine which expressions can be used to represent a real-world situation.,1,22,27,-5,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
87,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA802914027&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.8,CR,SP,7.SP.C.8,Find probabilities of compound events involving a spinner and a number cube.,4,48,44,4,Statistics and Probability,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
88,2022,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA298208&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SR,NS,7.NS.A.1,Use subtraction of integers to solve a problem.,1,42,43,-1,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
89,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713848070&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Expand a linear expression with a rational coefficient.,1,29,31,-2,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
90,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA259184&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.1,SR,RP,7.RP.A.1,Determine the unit rate in a real-world problem.,1,88,80,8,Ratios and Proportional Relationships,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas, and other quantities measured in like or different units. For example, if a person walks ½ mile in each ¼ hour, compute the unit rate as the complex fraction ½ ∕¼ miles per hour, equivalently 2 miles per hour."
91,2022,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA903155316&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Apply the four operations to solve a real-world problem involving rational numbers.,1,63,58,5,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
92,2022,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306559&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.4,SA,GE,7.G.B.4,Determine the radius of a circle given its area.,1,11,15,-4,Geometry,Circles and measurement
93,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA282220&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine which proportion can be used to solve a real-world problem given in a verbal description.,1,62,60,2,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
94,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306566&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.5,CR,GE,7.G.B.5,Use facts about angles to write and solve equations that can be used to find the measures of unknown angles in a diagram.,4,17,28,-11,Geometry,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write simple equations and use them to solve for an unknown angle in a figure."
95,2022,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA703857670&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine and apply the unit rate of a given real-world context from a graph.,1,85,79,6,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
96,2022,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306625&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.3,SA,SP,7.SP.B.3,Determine the number of data points that lie between the means of two data sets.,1,16,14,2,Statistics and Probability,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability.
For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team and both distributions have similar variability (mean absolute deviation) of about 5cm. The difference between the mean heights of the two teams (10 cm) is about twice the variability (5 cm) on either team. On a dot plot, the separation between the two distributions of heights is noticeable."
97,2022,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713849179&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SA,RP,7.RP.A.3,Solve multi-step percent problems involving markdowns.,2,30,30,0,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
98,2022,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA314790&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Write an equation to model a given written scenario based on a real-world context.,1,28,18,10,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
99,2022,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA804677297&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SR,EE,7.EE.B.3,Solve a real-world problem involving the area of a rectangle.,1,16,22,-6,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
100,2022,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SR,RP,7.RP.A.3,Solve a multi-step real-world ratio problem.,1,93,85,8,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
101,2022,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,CR,RP,7.RP.A.2,"Recognize if data represented on a graph is proportional, solve a problem involving proportions on a graph, and write an equation that can be used to represent the relationship between quantities.",4,43,40,3,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
102,2022,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.2,SR,NS,7.NS.A.2,Determine which expression is equivalent to a given expression.,1,52,38,14,The Number System,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide integers and other rational numbers.
103,2022,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Determine which expression is equivalent to a given expression.,1,42,44,-2,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
104,2022,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SA,EE,7.EE.A.1,Apply properties to add linear expressions in a real-world context.,1,24,30,-6,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
105,2022,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SA,EE,7.EE.A.2,Determine which expressions can be used to represent a real-world problem involving price markups and markdowns.,2,38,32,6,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
106,2022,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Determine which expression is equivalent to a given expression.,1,21,36,-15,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
107,2022,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.8,SR,SP,7.SP.C.8,Determine which tree diagram correctly models the probabilities of compound events.,1,50,50,0,Statistics and Probability,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
108,2022,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.2,SA,NS,7.NS.A.2,Determine the value of a variable that will make an algebraic expression positive and rational.,1,27,34,-7,The Number System,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide integers and other rational numbers.
109,2022,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SA,NS,7.NS.A.1,Plot the value of a rational expression on a number line.,1,29,23,6,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
110,2022,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,CR,EE,7.EE.B.3,"Solve multi-step real-life problems using fractions, decimals, and whole numbers.",4,41,40,1,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
111,2022,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.2,SA,GE,7.G.A.2,Determine the number of triangles that could be drawn using a given set of side lengths.,1,7,19,-12,Geometry,"Draw (freehand, with ruler and protractor, and with technology) two-dimensional geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."
112,2022,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.7,SA,SP,7.SP.C.7,Determine the probability of an event using a uniform probability model.,1,37,44,-7,Statistics and Probability,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
113,2022,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.3,SR,GE,7.G.A.3,Determine which two-dimensional figure will be the result from slicing a given three-dimensional figure.,1,45,53,-8,Geometry,"Describe the shape of the two-dimensional face of the figure that results from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."
114,2022,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.1,SR,GE,7.G.A.1,Determine dimensions of a scaled rectangle given the original rectangle and scale.,1,55,48,7,Geometry,"Solve problems involving scale drawings of geometric figures, such as computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
115,2022,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.5,SR,SP,7.SP.C.5,Identify which set is most likely to produce an event that will match a given probability.,1,32,34,-2,Statistics and Probability,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around ½ indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
116,2022,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SR,RP,7.RP.A.3,Solve a multi-step real-world percent problem.,1,60,57,3,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
117,2022,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.8,SR,SP,7.SP.C.8,Determine the probability of a compound event using a tree diagram and a fair coin.,1,50,49,1,Statistics and Probability,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
118,2022,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.4,SR,SP,7.SP.B.4,Solve a problem that involves making comparisons between two population medians using data from two random samples.,1,27,37,-10,Statistics and Probability,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."
119,2022,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.A.1,SR,SP,7.SP.A.1,Determine which sampling strategy will produce a valid representative sample for a given population.,1,59,57,2,Statistics and Probability," Understand that statistics can be used to gain information about a population by examining a sample of
the population; Generalizations about a population from a sample are valid only if the sample is
representative of that population. Understand that random sampling tends to produce representative
samples and support valid inferences."
120,2023,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA259175&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,"Determine which proportion can be used to find a missing value, given a scale.",1,51,59,-8,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
121,2023,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA304467&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Determine which expression represents a factored form of a given expression.,1,76,60,16,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
