,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Cluster,text_type
101,2023,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624180347&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Determine the effect of figurative language used in the passage.,1,83,74,9,Vocabulary Acquisition and Use,Informational
102,2023,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624177026&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify the purpose of a sentence in the passage.,1,76,77,-1,Key Ideas and Details,Informational
103,2023,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624176168&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a topic presented in the passage and choose evidence from the passage that supports the inference.,2,94,85,9,Key Ideas and Details,Informational
104,2023,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624176741&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Determine which idea is presented in the passage.,1,53,49,4,Key Ideas and Details,Informational
105,2023,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624179855&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Identify a word from the passage based on its affix.,1,87,71,16,Vocabulary Acquisition and Use,Informational
106,2023,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624180539&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine a synonym for a multiple-meaning word in the passage.,1,84,78,6,Vocabulary Acquisition and Use,Informational
107,2023,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624178677&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Identify how the authors develop an important idea in the passage.,1,69,67,2,Key Ideas and Details,Informational
108,2023,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL627148548&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the purpose of a text feature used in the passage.,1,71,69,2,Craft and Structure,Informational
109,2023,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624175088&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Identify a statement with which the authors of the passage would agree.,1,89,79,10,Key Ideas and Details,Informational
110,2023,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624179162&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.7,SR,RE,R.PK-12.7,Determine how text features contribute to the overall understanding of the passage.,1,88,82,6,Integration of Knowledge and Ideas,Informational
111,2023,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624177447&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine a main idea of the passage and select evidence from the passage to support the main idea.,2,71,68,3,Key Ideas and Details,Informational
112,2023,12,FALSE,,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL624182427&YearCode=2023,ES,-,-,Write an essay that explains an important idea presented in the passage; use important details from the passage as evidence.,7,45,44,1,WR Combined (Conv/Idea Dev),Informational
113,2023,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033541180&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Identify a character trait of an individual based on a specific part of the folktale.,1,94,86,8,Key Ideas and Details,Literature
114,2023,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033679189&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Describe characters' feelings based on a specific part of the folktale.,1,66,61,5,Key Ideas and Details,Literature
115,2023,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033665287&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the importance of specific paragraphs to the overall folktale.,1,57,57,0,Craft and Structure,Literature
116,2023,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033604260&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference based on details from the folktale.,1,85,80,5,Key Ideas and Details,Literature
117,2023,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033646585&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Identify the main lesson of the folktale and choose evidence from the folktale that supports the lesson.,2,70,66,4,Key Ideas and Details,Literature
118,2023,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033843854&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the meaning of a word in context.,1,54,47,7,Vocabulary Acquisition and Use,Literature
119,2023,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=ELA&grades=Grade%205&view=ALL&itemUIN=EL033800505&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Identify how the point of view supports the reader's understanding of the folktale.,1,58,51,7,Craft and Structure,Literature
120,2023,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL029961019&YearCode=2023,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.3,SR,RE,R.PK-12.3,Describe characters' feelings based on a specific part of the passage.,1,72,74,-2,Key Ideas and Details,Literature
121,2023,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030483081&YearCode=2023,SR,LA,L.PK-12.4,Determine the correct meaning of a multiple-meaning word in context.,1,92,81,11,Vocabulary Acquisition and Use,Literature
122,2023,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030463527&YearCode=2023,SR,LA,L.PK-12.2,Determine the purpose of punctuation in a sentence and choose another sentence from the passage that uses punctuation for the same purpose.,2,69,64,5,Conventions,Literature
123,2023,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030659380&YearCode=2023,SR,LA,L.PK-12.6,Identify the function of a phrase used in the passage.,1,56,40,16,Vocabulary Acquisition and Use,Literature
124,2023,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL029974201&YearCode=2023,SR,RE,R.PK-12.2,Determine how a specific part of the passage supports development of a key idea.,1,79,69,10,Key Ideas and Details,Literature
125,2023,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030171711&YearCode=2023,SR,RE,R.PK-12.1,Make an inference based on details from the passage.,1,75,69,6,Key Ideas and Details,Literature
126,2023,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL029980757&YearCode=2023,SR,RE,R.PK-12.3,Identify details about a character based on a specific part of the passage.,1,75,58,17,Key Ideas and Details,Literature
127,2023,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030062229&YearCode=2023,SR,RE,R.PK-12.3,Explain how a character changes in a specific part of the passage.,1,82,76,6,Key Ideas and Details,Literature
128,2023,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030337822&YearCode=2023,SR,RE,R.PK-12.3,Determine what is being suggested by a specific detail from the passage.,1,38,38,0,Key Ideas and Details,Literature
129,2023,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030080040&YearCode=2023,SR,RE,R.PK-12.4,Determine what a phrase suggests about a character in the passage.,1,79,74,5,Craft and Structure,Literature
130,2023,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL029964018&YearCode=2023,SR,RE,R.PK-12.2,Determine a theme of the passage and choose evidence from the passage that best supports the theme.,2,65,60,5,Key Ideas and Details,Literature
131,2023,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL030400392&YearCode=2023,ES,-,-,Write an essay that explains how the characters worked together to solve a problem; use information from the passage as evidence.,7,33,32,1,WR Combined (Conv/Idea Dev),Literature
132,2023,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),4,41,40,1,,Informational
133,2023,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,51,51,0,,Informational
134,2023,WR31.IDEA2,,,,ES,WR,,Essay 31 Writing ( idea development ),4,29,29,0,,Literature
135,2023,LA31.CONV2,,,,ES,LA,,Essay 31 Language ( conventions ),3,39,37,2,,Literature
136,2024,1,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207039028&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.2,SR,LA,L.PK-12.2,Determine the purpose of punctuation used in a sentence.,1,57,61,-4,Conventions,Informational
137,2024,2,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207035725&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Identify the purpose of a section from the passage.,1,72,66,6,Craft and Structure,Informational
138,2024,3,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207033428&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference based on information from the passage.,1,88,85,3,Key Ideas and Details,Informational
139,2024,4,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207984109&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.4,SR,LA,L.PK-12.4,Determine the correct meaning of a multiple-meaning word in context.,1,84,68,16,Vocabulary Acquisition and Use,Informational
140,2024,5,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207037283&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Determine the purpose of a paragraph in the passage.,1,76,66,10,Craft and Structure,Informational
141,2024,6,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207041852&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Identify the purpose of a section in the passage.,1,50,49,1,Craft and Structure,Informational
142,2024,7,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208106818&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Identify a phrase that helps to determine the meaning of a word from the passage.,1,80,66,14,Craft and Structure,Informational
143,2024,8,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207128330&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.6,SR,RE,R.PK-12.6,Identify evidence that shows the author's point of view about a topic.,1,60,57,3,Craft and Structure,Informational
144,2024,9,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207129544&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Make an inference based on information from two passages.,1,76,67,9,Integration of Knowledge and Ideas,Informational
145,2024,10,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207043067&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Identify an idea developed in a section of one passage and choose evidence from another passage that supports the claim.,2,57,56,1,Integration of Knowledge and Ideas,Informational
146,2024,11,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207128708&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.9,SR,RE,R.PK-12.9,Compare ideas presented in two passages.,2,76,65,11,Integration of Knowledge and Ideas,Informational
147,2024,12,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL207135604&YearCode=2024,ES,-,-,Write an essay explaining an idea based on information in two passages; use important information from the passages as evidence.,7,44,47,-3,WR Combined (Conv/Idea Dev),Informational
148,2024,13,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206060317&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.2,SR,RE,R.PK-12.2,Determine the importance of a setting described in the passage.,1,55,52,3,Key Ideas and Details,Literature
149,2024,14,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206142184&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Determine the effect of figurative language used in the passage.,1,78,73,5,Vocabulary Acquisition and Use,Literature
150,2024,15,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206130727&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=L.PK-12.5,SR,LA,L.PK-12.5,Determine the meaning of figurative language used in the passage.,1,91,86,5,Vocabulary Acquisition and Use,Literature
151,2024,16,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206053008&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character based on details from the passage.,1,94,86,8,Key Ideas and Details,Literature
152,2024,17,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL209442821&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Identify the purpose of a section from the passage.,1,68,65,3,Craft and Structure,Literature
153,2024,18,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206085599&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.4,SR,RE,R.PK-12.4,Determine what a sentence suggests about a character in the passage.,1,98,90,8,Craft and Structure,Literature
154,2024,19,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206068188&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.5,SR,RE,R.PK-12.5,Identify the purpose of multiple paragraphs in the passage.,1,78,74,4,Craft and Structure,Literature
155,2024,20,TRUE,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206100724&YearCode=2024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=R.PK-12.1,SR,RE,R.PK-12.1,Make an inference about a character from the passage.,1,78,74,4,Key Ideas and Details,Literature
156,2024,21,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206127119&YearCode=2024,SR,RE,R.PK-12.5,Determine how the setting contributes to the development of the plot.,1,74,75,-1,Craft and Structure,Literature
157,2024,22,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL209368842&YearCode=2024,SR,RE,R.PK-12.2,Determine a theme of the passage and choose evidence from the passage that supports the theme.,2,77,71,6,Key Ideas and Details,Literature
158,2024,23,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL209449008&YearCode=2024,SR,RE,R.PK-12.5,Identify phrases that summarize the passage.,2,74,71,3,Craft and Structure,Literature
159,2024,24,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL206057533&YearCode=2024,ES,-,-,Write an essay that explains the traits of a character; use important details from the passage as evidence.,7,36,41,-5,WR Combined (Conv/Idea Dev),Literature
160,2024,25,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208571752&YearCode=2024,SR,LA,L.PK-12.5,Interpret the meaning of figurative language used in the article.,1,72,68,4,Vocabulary Acquisition and Use,Informational
161,2024,26,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208382001&YearCode=2024,SR,RE,R.PK-12.2,Identify a central idea of a section of the article and select evidence that supports the central idea.,2,40,43,-3,Key Ideas and Details,Informational
162,2024,27,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208452118&YearCode=2024,SR,RE,R.PK-12.5,Determine the purpose of a paragraph in the article.,1,75,73,2,Craft and Structure,Informational
163,2024,28,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208452922&YearCode=2024,SR,RE,R.PK-12.4,Determine the meaning of a word in context.,1,57,66,-9,Craft and Structure,Informational
164,2024,29,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208451664&YearCode=2024,SR,RE,R.PK-12.2,Identify the main idea of a section of the article.,1,47,51,-4,Key Ideas and Details,Informational
165,2024,30,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208575656&YearCode=2024,SR,RE,R.PK-12.8,Identify information that supports a specific claim in the article.,1,61,62,-1,Integration of Knowledge and Ideas,Informational
166,2024,31,FALSE,,http://www.doe.mass.edu/mcas/search/question.aspx?uin=EL208577435&YearCode=2024,SR,RE,R.PK-12.5,Identify the organizational structure of the article.,1,53,48,5,Craft and Structure,Informational
167,2024,WR12.IDEA1,,,,ES,WR,,Essay 12 Writing ( idea development ),4,39,43,-4,,Literature
168,2024,LA12.CONV1,,,,ES,LA,,Essay 12 Language ( conventions ),3,50,53,-3,,Literature
169,2024,WR24.IDEA2,,,,ES,WR,,Essay 24 Writing ( idea development ),4,31,34,-3,,Informational
170,2024,LA24.CONV2,,,,ES,LA,,Essay 24 Language ( conventions ),3,43,49,-6,,Informational
