,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Cluster,Standard Description
57,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA624254582,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,SA,SP,6.SP.B.5,Determine the median and mean of a set of data.,2,56,36,20,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
58,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA800162299,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.C.9,SR,EE,6.EE.C.9,Choose a two-variable equation that best represents a given real-world context.,1,45,36,9,Expressions and Equations,Represent and analyze quantitative relationships between dependent and independent variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
59,2021,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA713679240,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SR,EE,6.EE.A.1,Evaluate numerical expressions involving whole-number exponents.,1,68,49,19,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
60,2021,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.3,SR,NS,6.NS.B.3,Add and subtract decimals within a real-world context.,1,92,89,3,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
61,2021,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SA,RP,6.RP.A.2,Determine the unit rate within a real-world context.,1,68,57,11,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
62,2021,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,SR,SP,6.SP.B.5,Calculate the mean of a given set of data.,1,40,40,0,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
63,2021,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.7,CR,EE,6.EE.B.7,Write and solve equations that model a real-world problem.,4,53,54,-1,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q, and x are all nonnegative rational numbers."
64,2021,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Identify the ratios that represent the relationships between given quantities.,1,76,58,18,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
65,2021,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SA,EE,6.EE.A.3,Use the distributive property to generate an equivalent expression within a real-world context.,1,10,22,-12,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
66,2021,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.8,SR,EE,6.EE.B.8,Identify the inequality which represents a constraint within a real-world context.,1,60,57,3,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.
67,2021,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Use the distributive property to determine equivalent expressions given a variable expression.,1,22,36,-14,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
68,2021,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.1,SA,GE,6.G.A.1,Find the area of a right triangle and decompose a polygon into triangles to complete sentences about its area.,2,36,23,13,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
69,2021,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Determine which statement describes a given ratio relationship in a real-world context.,1,54,40,14,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
70,2021,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.2,SR,SP,6.SP.A.2,Determine the interquartile range of data displayed in a box plot.,1,53,24,29,Statistics and Probability,Develop understanding of statistical variability.,"Understand that a set of data collected to answer a statistical question has a distribution, which can be described by its center (median, mean, and/or mode), spread (range, interquartile range), and overall shape."
71,2021,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.3,SR,EE,6.EE.A.3,Use properties of operations to identify an equivalent equation.,1,55,59,-4,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3(2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6(4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
72,2021,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Determine the volume of a liquid by using rate and ratio reasoning within a real-world context.,1,45,40,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
73,2021,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.1,SR,SP,6.SP.A.1,Identify multiple statistical questions.,1,38,34,4,Statistics and Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages."
74,2021,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.8,CR,NS,6.NS.C.8,"Solve problems on a coordinate plane by finding the distance between points, plotting points, and finding the coordinates of a point given its distance from a different point.",4,61,54,7,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
75,2021,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.5,SR,NS,6.NS.C.5,Determine whether given real-world situations can be best represented by positive or negative numbers.,1,60,60,0,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, and positive/negative electric charge). Use positive and negative numbers (whole numbers, fractions, and decimals) to represent quantities in real-world contexts, explaining the meaning of zero in each situation."
76,2021,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.4,SA,GE,6.G.A.4,Use the net of a square pyramid to find its surface area.,1,15,18,-3,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface areas of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
77,2021,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Compare unit rates given a ratio in a real-world context involving money.,1,43,39,4,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
78,2021,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,SR,SP,6.SP.B.5,Determine which statements correctly describe data represented in a dot plot.,1,33,31,2,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
79,2021,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.2,SR,GE,6.G.A.2,Determine the number of cubes with fractional edge lengths that would fit in a given right rectangular prism in a real-world context.,1,10,11,-1,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume."," Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
80,2022,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA303713&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SA,RP,6.RP.A.3,Use the unit rate from a table to solve a real-world problem involving ratios.,1,78,73,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
81,2022,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA703177677&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.3,SA,GE,6.G.A.3,Graph a quadrilateral given the coordinates of the vertices.,1,82,69,13,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
82,2022,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA900454764&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Determine which part/part or part/whole ratios represent a given real-world situation.,1,67,67,0,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
83,2022,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA902139605&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.5,CR,SP,6.SP.B.5,"Given a dot plot representing a real-world context, answer questions related to measures of center and distribution of the data.",4,59,51,8,Statistics and Probability,Summarize and describe distributions.,"Summarize numerical data sets in relation to their context, such as by:"
84,2022,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA736363428&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.6,SR,NS,6.NS.C.6,Identify two ordered pairs represented on a coordinate plane.,1,72,64,8,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand a rational number as a point on the number line. Extend number line diagrams and
coordinate axes familiar from previous grades to represent points on the line and in the plane with
negative number coordinates. "
85,2022,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA301497&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.8,SR,EE,6.EE.B.8,Identify the inequality that represents a constraint within a real-world context.,1,73,59,14,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.
86,2022,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA264407&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.1,SR,GE,6.G.A.1,Find the area of a figure by decomposing it into triangles and rectangles.,1,46,49,-3,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
87,2022,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA736510525&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SA,EE,6.EE.A.1,"Evaluate a numerical expression with exponents, using order of operations.",1,28,34,-6,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
88,2022,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA900763184&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SR,RP,6.RP.A.2,Determine unit rates in a real-world situation.,1,68,60,8,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
89,2022,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA298171&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.6,SR,EE,6.EE.B.6,Determine which mathematical expression can be used to represent a given situation with a real-world context.,1,67,58,9,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
90,2022,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA298153&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.6,SR,NS,6.NS.C.6,Determine which numbers are on opposite sides of zero on a number line.,1,79,67,12,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,"Understand a rational number as a point on the number line. Extend number line diagrams and
coordinate axes familiar from previous grades to represent points on the line and in the plane with
negative number coordinates. "
91,2022,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA293850&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.C.9,SR,EE,6.EE.C.9,"Given the value of one variable, determine the value of another variable by analyzing the relationship of data shown on a coordinate plane.",1,74,59,15,Expressions and Equations,Represent and analyze quantitative relationships between dependent and independent variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
92,2022,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA311654&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,Determine which statement describes a given ratio relationship in a real-world context.,1,67,62,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
93,2022,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA307234&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,CR,EE,6.EE.A.2,Write expressions using substitution and use the expressions to solve real-world problems.,4,62,53,9,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
94,2022,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA714280042&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.3,SR,NS,6.NS.B.3,Determine whether the given division equations involving multi-digit decimals are correct or not correct.,1,28,24,4,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
95,2022,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA311664&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.A.1,SA,NS,6.NS.A.1,Solve a word problem with real-world context using division of mixed numbers by mixed numbers.,1,30,29,1,The Number System,Apply and extend previous understandings of multiplication and division to divide fractions by fractions.,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. "
96,2022,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA703181586&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Use ratio reasoning to convert between customary and metric measurement units in a real-world context.,2,41,39,2,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
97,2022,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA713648266&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.7,SR,NS,6.NS.C.7,Order absolute value expressions from least to greatest value.,1,37,29,8,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.
98,2022,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA805166085&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.3,SR,SP,6.SP.A.3,Recognize measures of center for a real-world situation.,1,16,23,-7,Statistics and Probability,Develop understanding of statistical variability.,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
99,2022,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%206&view=ALL&itemUIN=MA805104699&YearCode=2022,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.4,SA,GE,6.G.A.4,Use the net of a rectangular prism to find its surface area.,1,12,26,-14,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface areas of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
100,2022,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.C.7,SA,NS,6.NS.C.7,Find the absolute value of a number.,1,91,72,19,The Number System,Apply and extend previous understandings of numbers to the system of rational numbers.,Understand ordering and absolute value of rational numbers.
101,2022,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Solve a ratio problem using conversion of units within a measurement system.,1,90,74,16,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
102,2022,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.2,SR,RP,6.RP.A.2,Determine the unit cost in a real-world situation.,1,73,74,-1,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b not 0, and use rate language in the context of a ratio relationship, including the use of units."
103,2022,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.2,SR,SP,6.SP.A.2,Determine the mean and the mode of a given data set.,1,63,42,21,Statistics and Probability,Develop understanding of statistical variability.,"Understand that a set of data collected to answer a statistical question has a distribution, which can be described by its center (median, mean, and/or mode), spread (range, interquartile range), and overall shape."
104,2022,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.1,SR,RP,6.RP.A.1,"Given descriptions of real-world situations, determine whether the situations can be represented by part/part or part/whole ratios.",1,72,63,9,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,Understand the concept of a ratio including the distinctions between part:part and part:whole and the value of a ratio; part/part and part/whole. Use ratio language to describe a ratio relationship between two quantities.
105,2022,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.2,CR,GE,6.G.A.2,Solve a real-world problem involving volumes of right rectangular prisms.,4,34,31,3,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume."," Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = lwh and V = Bh to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
106,2022,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.2,SA,NS,6.NS.B.2,Determine the quotient of a four-digit dividend and a two-digit divisor.,1,42,44,-2,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,Fluently divide multi-digit numbers using the standard algorithm.
107,2022,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.7,SA,EE,6.EE.B.7,"Determine the correct equation to model a real-world scenario, and use that equation to solve a real-world problem.",2,72,60,12,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q, and x are all nonnegative rational numbers."
108,2022,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.A.1,SR,SP,6.SP.A.1,Determine which questions are statistical questions.,1,61,37,24,Statistics and Probability,Develop understanding of statistical variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, “How old am I?” is not a statistical question, but “How old are the students in my school?” is a statistical question because one anticipates variability in students’ ages."
109,2022,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.SP.B.4,SR,SP,6.SP.B.4,Identify the box plot that represents a set of data.,1,51,45,6,Statistics and Probability,Summarize and describe distributions.,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
110,2022,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.1,SR,EE,6.EE.A.1,Represent the value of a given number as an expression with a whole-number exponent.,1,76,64,12,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,Write and evaluate numerical expressions involving whole-number exponents.
111,2022,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.G.A.1,SR,GE,6.G.A.1,Find the area of a composite figure.,1,28,39,-11,Geometry,"Solve real-world and mathematical problems involving area, surface area, and volume.","Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
112,2022,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.A.2,SR,EE,6.EE.A.2,Identify the parts of a mathematical expression and evaluate the expression for a specific value.,1,16,36,-20,Expressions and Equations,Apply and extend previous understandings of arithmetic to algebraic expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
113,2022,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Solve a unit rate problem based on a given real-world context.,1,48,43,5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
114,2022,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.NS.B.4,CR,NS,6.NS.B.4,Use the greatest common factor and least common multiple to solve a real-world problem.,4,39,36,3,The Number System,Compute fluently with multi-digit numbers and find common factors and multiples.,"Use prime factorization to find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a multiple of a sum of two relatively prime numbers. For example, express 36 + 8 as 4(9 + 2)."
115,2022,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.RP.A.3,SR,RP,6.RP.A.3,Use rate reasoning to solve a real-world problem involving fractions.,1,34,39,-5,Ratios and Proportional Relationships,Understand ratio and rate concepts and use ratio reasoning to solve problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
116,2022,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=6.EE.B.5,SR,EE,6.EE.B.5,"Given a real-world context, find the possible values of the variable in an inequality.",1,60,49,11,Expressions and Equations,Reason about and solve one-variable equations and inequalities.,"Understand solving an equation or inequality as a process of answering a question: Which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true. "
